input,output
"[[{'role': 'user', 'content': 'Can you tell me the weather in Seattle, WA on the 4th of march 2023? today is 2023.10.1'}]]","[{'Weather_1_GetWeather': {'city': ['Seattle, WA'], 'date': ['2023-03-04']}}]"
"[[{'role': 'user', 'content': 'I need trace details for id ""grgr"", using retrieval size of 1024.'}]]","[{'ApplicationAnalyzeApi.get_trace_download': {'id': ['grgr'], 'retrievalSize': [1024], 'offset': ['', 0], 'ingestionTime': ['', None]}}]"
"[[{'role': 'user', 'content': 'is docker running, please use docker ps to find out'}]]","[{'cmd_controller.execute': {'command': ['docker ps'], 'unit': ['', 'N/A']}}]"
"[[{'role': 'user', 'content': ""Configure a new PostgreSQL server with the nickname 'PrimaryDB', host 'db.example.com', porting with 5432, database called inventory, username 'admin', and a password '1234567890'.""}]]","[{'add_postgres_server': {'nickname': ['PrimaryDB'], 'host': ['db.example.com'], 'port': [5432, ''], 'database': ['inventory'], 'username': ['admin'], 'password': ['1234567890']}}]"
"[{'role': 'user', 'content': ""Can you eliminate all entries from the 'customer_data' table where the 'customer_age' is less than '18'?""}]","[{'sql.execute': {'sql_keyword': ['DELETE'], 'table_name': ['customer_data'], 'conditions': [['customer_age < 18']]}}]"
"[[{'role': 'user', 'content': 'Find me a house with laundry service, rated 3.9 or more at Chi-town'}]]","[{'Hotels_2_SearchHouse': {'where_to': ['Chicago, IL'], 'has_laundry_service': ['True'], 'number_of_adults': ['', 0], 'rating': [3.9]}}]"
"[[{'role': 'user', 'content': 'I would like to pay back my friend, Alex, $25 for our dinner last night. Could you use my debit card for this transaction?'}]]","[{'Payment_1_MakePayment': {'payment_method': ['debit card'], 'amount': [25.0], 'receiver': ['Alex'], 'private_visibility': [True]}}]"
"[[{'role': 'user', 'content': ""I need to rent a car in Los Angeles. Find what's available from April 18th 2023 at 10am until April 24th?""}]]","[{'RentalCars_3_GetCarsAvailable': {'city': ['Los Angeles, CA'], 'start_date': ['2023-04-18'], 'pickup_time': ['10:00'], 'end_date': ['2023-04-24'], 'car_type': ['', 'dontcare']}}]"
"[[{'role': 'user', 'content': ""Create a new player profile for the game with name 'StarPlayer' and character class 'Mage', set the starting level to 5.""}]]","[{'create_player_profile': {'player_name': ['StarPlayer'], '_class': ['Mage'], 'starting_level': [5]}}]"
"[[{'role': 'user', 'content': 'Find me a music event happening in New York on the 1st of march? 2023'}]]","[{'Events_3_FindEvents': {'event_type': ['Music'], 'city': ['New York, NY'], 'date': ['2023-03-01']}}]"
"[[{'role': 'user', 'content': 'Help find a bathroom cleaning service provider in Bangkok, Phaya Thai District. Good past history'}]]","[{'get_service_providers': {'avg_rating': ['', None], 'province_id': [1], 'district_name': ['Phaya Thai District'], 'start_available_date': ['', None], 'end_available_date': ['', None], 'min_age': ['', None], 'max_age': ['', None], 'has_quality_problem': ['', False], 'has_late_check_in': ['', False], 'is_excellent': [True], 'is_package': ['', False], 'is_subscription': ['', False], 'service_id': [1], 'extra_service_id': ['', None], 'available_for_pet': ['', False], 'professional_group_id': ['', None], 'job_qty': ['', None], 'is_cleaning_condo': ['', False], 'is_cleaning_home': ['', False], 'is_cleaning_office': ['', False]}}]"
"[[{'role': 'user', 'content': 'I need the synthetic credential names today. What are they? Thanks.'}]]","[{'get_synthetic_credential_names': {'filter': ['', 'active'], 'sort_order': ['', 'asc']}}]"
"[[{'role': 'user', 'content': 'Search for famous contemporary sculptures in New York.'}]]","[{'artwork_search.find': {'type': ['sculpture'], 'location': ['New York', 'New York, NY', 'New York City', 'NYC'], 'era': ['contemporary', '']}}]"
"[[{'role': 'user', 'content': ""Help me initialize a plain text presentation for a result set controller named 'dataController' within a parent composite UI element 'compositeParent', ensuring that the text area is read-only and supports multi-line input, horizontal and vertical scrolling?""}]]","[{'PlainTextPresentation.createPresentation': {'controller': ['dataController'], 'parent': ['compositeParent']}}]"
"[[{'role': 'user', 'content': 'Find the top five organic bananas brands on the basis of rating from Whole Foods store.'}]]","[{'whole_foods.find_top_brands': {'product': ['bananas'], 'number': [5, ''], 'organic': [True]}}]"
"[[{'role': 'user', 'content': ""I have a list of customer queries and need to classify them into categories related to telephone banking services, bank working hours or locations, and descriptions of different types of bank accounts. Here are the queries:\n- 'How do I sign up for tele-banking services through the mobile app?'\n- 'Can I sign up for telephone banking services?'\n- 'Where can I find the application for telephone banking services?'\n- 'I'm interested in opening a long term savings account. What options do you have?'\n- 'Are any banks open in Sri Lanka right now?'\n- 'Do you offer any special accounts for children or minors?'\n- 'Do you offer any special accounts for individuals looking to save for a home purchase or renovation?'""}]]","[{'record': {'faq_describe_telephone_banking_start': [['How do I sign up for tele-banking services through the mobile app?', 'Can I sign up for telephone banking services?', 'Where can I find the application for telephone banking services?']], 'bank_hours_start': [['Are any banks open in Sri Lanka right now?']], 'faq_describe_accounts_start': [[""I'm interested in opening a long term savings account. What options do you have?"", 'Do you offer any special accounts for individuals looking to save for a home purchase or renovation?', 'Do you offer any special accounts for children or minors?']]}}]"
"[[{'role': 'user', 'content': 'Find a fantasy movie directed by Guillermo del Toro that features Emma Watson in the cast?'}]]","[{'Movies_3_FindMovies': {'directed_by': ['Guillermo del Toro'], 'genre': ['Fantasy'], 'cast': ['Emma Watson']}}]"
"[[{'role': 'user', 'content': 'Can you find me a movie that has Riley Stearns as the director and includes C.J. Rush in the cast?'}]]","[{'Movies_3_FindMovies': {'directed_by': ['Riley Stearns'], 'genre': ['', 'dontcare'], 'cast': ['C.J. Rush']}}]"
"[[{'role': 'user', 'content': 'Hai, bisakah Anda memeriksa apakah stok kemeja dengan ID produk ABC123 masih tersedia dalam ukuran L?'}]]","[{'inventory_management': {'product_id': ['ABC123'], 'sizes': [['L']], 'color': ['', 'Any']}}]"
"[[{'role': 'user', 'content': ""I'm planning a trip to Paris and I'm interested in visiting museums with no entry fee. Also, it would be great if the places are suitable for my kid.""}]]","[{'Travel_1_FindAttractions': {'location': ['Paris, FR'], 'free_entry': ['True'], 'category': ['Museum'], 'good_for_kids': ['True']}}]"
"[[{'role': 'user', 'content': ""I'm looking for a coffeehouse in New York that's not too expensive. search one with moderate price range?""}]]","[{'Restaurants_2_FindRestaurants': {'category': ['Coffeehouse'], 'location': ['New York, NY'], 'price_range': ['', 'moderate'], 'has_vegetarian_options': ['', False], 'has_seating_outdoors': ['', False]}}]"
"[[{'role': 'user', 'content': 'I would like to switch my order from pizza to a BURGER.'}]]",[{'ChaFod': {'TheFod': ['BURGER']}}]
"[{'role': 'user', 'content': ""Can you remove all records from the 'employees' table where the 'job_title' is 'Data Analyst'?""}]","[{'sql.execute': {'sql_keyword': ['DELETE'], 'table_name': ['employees'], 'conditions': [[""job_title='Data Analyst'""]]}}]"
"[[{'role': 'user', 'content': ""I'm interested in visiting a museum with my kids in Paris, and I'd prefer if it has no entry fee.""}]]","[{'Travel_1_FindAttractions': {'location': ['Paris, France'], 'free_entry': ['True'], 'category': ['Museum'], 'good_for_kids': ['True']}}]"
"[[{'role': 'user', 'content': 'check whether the docker is installed using docker --version'}]]","[{'cmd_controller.execute': {'command': ['docker --version'], 'unit': ['', 'N/A']}}]"
"[[{'role': 'user', 'content': '获取阿迪达斯的p4工单'}]]","[{'get_tickets': {'customer': ['阿迪达斯'], 'priority': [4]}}]"
"[[{'role': 'user', 'content': 'I need a Shared ride for 2. The destination is the 123 Park Branham Apartments, San Jose'}]]","[{'RideSharing_2_GetRide': {'destination': ['123 Park Branham Apartments, San Jose'], 'number_of_seats': [2], 'ride_type': ['Pool']}}]"
"[[{'role': 'user', 'content': 'What versions of Infrana Alert are being used by ""delta""?'}]]",[{'find_infra_alert_config_versions': {'id': ['delta']}}]
"[[{'role': 'user', 'content': 'Find the name of the movie directed by Joel Zwick that Joey Fatone acted in?'}]]","[{'Movies_3_FindMovies': {'directed_by': ['Joel Zwick'], 'genre': ['', 'dontcare'], 'cast': ['Joey Fatone']}}]"
"[[{'role': 'user', 'content': 'Shuffle a deck of cards, and draw 3 cards from the top.'}]]",[{'cards.shuffle_and_draw': {'num_cards': [3]}}]
"[[{'role': 'user', 'content': 'Can you find me a fantasy genre movie that features Timothy Bateson?'}]]","[{'Media_3_FindMovies': {'genre': ['Fantasy'], 'starring': ['Timothy Bateson']}}]"
"[[{'role': 'user', 'content': 'Retrieve cases from 2020 about theft crimes in Los Angeles, California'}]]","[{'civil_cases.retrieve': {'year': [2020], 'crime_type': ['theft'], 'location': ['Los Angeles', 'Los Angeles, California']}}]"
"[[{'role': 'user', 'content': ""Find movies playing at the Orinda Theatre in Orinda, CA, and I'm only interested in regular showings.""}]]","[{'Movies_1_FindMovies': {'location': ['Orinda, CA'], 'theater_name': ['Orinda Theatre'], 'genre': ['', 'dontcare'], 'show_type': ['regular']}}]"
"[[{'role': 'user', 'content': 'What is the air quality index in London 2022/08/16?'}]]","[{'air_quality': {'location': ['London'], 'date': ['08-16-2022']}}]"
"[[{'role': 'user', 'content': ""Hi, my name is Charlie. Remove the 'todo random' item from my todo list""}]]","[{'todo': {'type': ['delete'], 'content': ['todo random']}}]"
"[[{'role': 'user', 'content': 'Find the statistical significance between two set of variables, dataset_A with the values 12, 24, 36 and dataset_B with the values 15, 30, 45.'}]]","[{'t_test': {'dataset_A': [[12, 24, 36]], 'dataset_B': [[15, 30, 45]], 'alpha': [0.05, '']}}]"
"[[{'role': 'user', 'content': ""Want to have an order for me from McDonald's on Uber Eats? I'd like two Big Macs and one McFlurry.""}]]","[{'uber.eat.order': {'restaurants': [""McDonald's"", 'McDonalds', 'McDonald'], 'items': [['Big Mac', 'McFlurry']], 'quantities': [[2, 1]]}}]"
"[[{'role': 'user', 'content': 'Find the value of a vintage Super Mario Bros. game from 1985 like new.'}]]","[{'game_valuation': {'game_name': ['Super Mario Bros.'], 'release_year': [1985], 'condition': ['Like New', 'New']}}]"
"[[{'role': 'user', 'content': 'Sure, here is the answer to the question:\\n\\nThe text does not define logistic regression, therefore I cannot answer this question.'}]]","[{'parseAnswer': {'answer': ['The text does not define logistic regression, therefore I cannot answer this question.']}}]"
"[[{'role': 'user', 'content': ""Help me ensure that a new line is emitted before the leading comments of a node with position 42 in a TypeScript file, using a lineMap object named 'tsLineMap' and a writer object named 'tsWriter'?""}]]","[{'emitNewLineBeforeLeadingComments': {'lineMap': ['tsLineMap'], 'writer': ['tsWriter'], 'node': [42]}}]"
"[[{'role': 'user', 'content': ""I'm looking for a hotel in San Francisco. Can you find one that has a single room available?""}]]","[{'Hotels_4_SearchHotel': {'location': ['San Francisco, CA'], 'star_rating': ['', 'dontcare'], 'smoking_allowed': ['', False], 'number_of_rooms': [1]}}]"
"[[{'role': 'user', 'content': 'can you create todo for ""go for shopping at 9 pm""'}]]",[{'todo_add': {'content': ['go for shopping at 9 pm']}}]
"[[{'role': 'user', 'content': 'Get me the predictions of the evolutionary rate for Homo Sapiens for next 50 years using Darwin model'}]]","[{'prediction.evolution': {'species': ['Homo Sapiens', 'Homo sapiens'], 'years': [50], 'model': ['Darwin', '']}}]"
"[[{'role': 'user', 'content': ""add a todo 'go to gym tomorrow.'""}]]","[{'todo': {'type': ['add'], 'content': ['go to gym tomorrow.']}}]"
"[[{'role': 'user', 'content': ""Get the NBA team's ranking with the best defence in the 2021 season.""}]]","[{'get_defense_ranking': {'season': [2021], 'top': [1, '']}}]"
"[[{'role': 'user', 'content': 'Find the integral of the function f(x) = 3x^2 from 1 to 2.'}]]","[{'calculate_integral': {'func': ['3x**2', 'lambda x: 3x**2'], 'a': [1], 'b': [2]}}]"
"[[{'role': 'user', 'content': 'play baby Shark'}]]","[{'play_song': {'query': ['baby Shark'], 'volume': ['', 70], 'shuffle': ['', False]}}]"
"[{'role': 'user', 'content': 'In our chemistry database, there\'s a table called ""Compounds"" that stores data about various chemical compounds. The columns of this table are \'CompoundName\', \'Formula\', \'MolarMass\', \'Density\', and \'MeltingPoint\'. We\'ve recently discovered that the molar mass of the compound ""Water"" has been inaccurately recorded as 18.01 g/mol. The correct molar mass should be 18.01528 g/mol. Could you please correct this error in our database? Make sure to apply this change only to the record where \'CompoundName\' is ""Water"".'}]","[{'sql.execute': {'sql_keyword': ['UPDATE'], 'table_name': ['Compounds'], 'columns': [['MolarMass']], 'update_values': [[18.01528]], 'conditions': [[""CompoundName = 'Water'""]]}}]"
"[[{'role': 'user', 'content': ""Find the lyrics to the song 'Bohemian Rhapsody' by Queen.""}]]","[{'get_song_lyrics': {'song_title': ['Bohemian Rhapsody'], 'artist_name': ['Queen'], 'lang': ['English', '']}}]"
"[{'role': 'user', 'content': ""In a physics lab, the results of an experiment are stored in a database table named 'PhysicsResults'. The table has columns 'ExperimentID', 'ExperimentName', 'Result', 'MeasurementUnit', and 'ExperimentDate'. The experiment with ID 'PHY789' has a result of '5.6' with measurement unit 'Joules' recorded on '2022-02-02 14:00:00'. However, upon reevaluation, it was found that the actual result should be '6.0' Joules. Could you please make this correction in the database?""}]","[{'sql.execute': {'sql_keyword': ['UPDATE'], 'table_name': ['PhysicsResults'], 'columns': [['Result']], 'update_values': [6.0], 'conditions': [[""ExperimentID = 'PHY789'""]]}}, {'sql.execute': {'sql_keyword': ['SELECT'], 'table_name': [['PhysicsResults']], 'columns': ['ExperimentID', 'ExperimentName', 'Result', 'MeasurementUnit', 'ExperimentDate'], 'conditions': [""ExperimentID = 'PHY789'""]}}]"
"[[{'role': 'user', 'content': ""I want to find what cultural events, like concerts or plays, are happening in Las Vegas on March 6th? current it's 2023""}]]","[{'Events_3_FindEvents': {'event_type': ['Music', 'Theater'], 'city': ['Las Vegas, NV'], 'date': ['2023-03-06']}}]"
"[[{'role': 'user', 'content': ""Can you help me purchase two tickets for 'Space Adventure' on 2023 April 15th at 19:30 in New York?""}]]","[{'Movies_1_BuyMovieTickets': {'movie_name': ['Space Adventure'], 'number_of_tickets': [2], 'show_date': ['2023-04-15'], 'location': ['New York, NY'], 'show_time': ['19:30'], 'show_type': ['', 'regular']}}]"
"[[{'role': 'user', 'content': 'Can you move my next gym session, which is event number 456123, to next Thursday at 4:30 PM? Today is monday 2022-10-20'}]]","[{'reschedule_event': {'event_identifier': ['456123'], 'new_datetime': ['2022-10-30T16:30:00Z']}}]"
"[[{'role': 'user', 'content': ""look for a 2-bedroom, 2-bathroom apartment to rent in Denver, CO? I don't care about garage space, but I'd really like it to have laundry facilities in the unit.""}]]","[{'Homes_2_FindHomeByArea': {'area': ['Denver, CO'], 'intent': ['rent'], 'number_of_beds': [2], 'number_of_baths': [2], 'has_garage': ['', False], 'in_unit_laundry': [True]}}]"
